,HorseName,HorseOrigin,Age,YearOfBirth,Color,Sex,H_SeasonalStake,H_TotalStake,H_1st,H_2nd,H_3rd,H_Total,H_Trainer,CurrentRating,StartofTheSeasonRating
0,一代莊主,美國,7,2015,栗,閹,Not Available,"$752,750",1,1,0,21,Not Available,20,NotAvailable
1,一切順利,紐西蘭,7,2015,棗,閹,Not Available,$0,0,0,0,1,Not Available,52,NotAvailable
2,一定讚,紐西蘭,7,2015,棗,閹,Not Available,"$790,000",1,1,0,2,Not Available,59,NotAvailable
3,一拍即合,紐西蘭,7,2015,棗,閹,Not Available,"$3,722,800",4,1,3,10,Not Available,82,NotAvailable
4,一擊即中,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,4,Not Available,40,NotAvailable
5,一見傾心,澳洲,7,2015,棕,閹,Not Available,"$1,235,845",1,0,4,32,Not Available,25,NotAvailable
6,一路順風,澳洲,7,2015,栗,閹,Not Available,"$1,908,605",2,2,5,25,Not Available,46,NotAvailable
7,三圓䮭路,愛爾蘭,7,2015,栗,閹,Not Available,"$4,167,485",4,5,2,43,Not Available,57,NotAvailable
8,上捕先鋒,南非,7,2015,棕,閹,Not Available,"$728,755",1,0,2,29,Not Available,31,NotAvailable
9,上浦福滿,法國,7,2015,棗,閹,Not Available,"$3,251,700",3,3,4,53,Not Available,19,NotAvailable
10,上浦精神,紐西蘭,7,2015,棗,閹,Not Available,"$45,000",0,0,0,8,Not Available,25,NotAvailable
11,上駿奔馳,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,5,Not Available,57,NotAvailable
12,不羈的風,澳洲,7,2015,灰,閹,Not Available,"$4,010,700",4,4,1,30,Not Available,76,NotAvailable
13,世紀舞王,澳洲,7,2015,棗,閹,Not Available,"$60,000",0,0,0,11,Not Available,49,NotAvailable
14,中華之光,澳洲,7,2015,棗,閹,Not Available,"$4,350,970",4,4,2,50,Not Available,55,NotAvailable
15,乘勢歡心,英國,7,2015,棗,閹,Not Available,"$1,288,090",2,0,0,16,Not Available,51,NotAvailable
16,事事亨通,澳洲,7,2015,栗,閹,Not Available,"$2,145,300",0,3,4,21,Not Available,63,NotAvailable
17,事在必行,澳洲,7,2015,棗,閹,Not Available,"$29,750",0,0,0,1,Not Available,50,NotAvailable
18,亮先生,澳洲,7,2015,棗,閹,Not Available,"$4,588,750",4,1,2,33,Not Available,55,NotAvailable
19,亮麗,法國,7,2015,栗,閹,Not Available,$0,0,0,0,3,Not Available,68,NotAvailable
20,仁者荃心,愛爾蘭,7,2015,棗,閹,Not Available,"$12,740,050",5,4,3,30,Not Available,120,NotAvailable
21,仙履奇遇,紐西蘭,7,2015,棗,閹,Not Available,"$635,480",0,2,1,7,Not Available,57,NotAvailable
22,仙樂勇士,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,1,Not Available,52,NotAvailable
23,任意駒,英國,7,2015,棗,閹,Not Available,$0,0,0,0,10,Not Available,28,NotAvailable
24,任我行,南非,7,2015,棕,閹,Not Available,"$7,766,800",2,5,0,26,Not Available,88,NotAvailable
25,佳力寶,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,1,Not Available,52,NotAvailable
26,佳景福星,澳洲,7,2015,棗,閹,Not Available,"$4,020,485",4,2,3,25,Not Available,65,NotAvailable
27,倚蓬萊,美國,7,2015,栗,雌,Not Available,"$2,000,000",0,0,1,1,Not Available,,NotAvailable
28,倫敦塔,日本,7,2015,棗,雄,Not Available,$0,0,0,0,1,Not Available,,NotAvailable
29,倬躍錦標,澳洲,7,2015,棗,閹,Not Available,"$693,000",0,1,0,9,Not Available,78,NotAvailable
30,偉大勝利,愛爾蘭,7,2015,栗,閹,Not Available,"$1,715,694",1,2,1,23,Not Available,63,NotAvailable
31,健康就好,紐西蘭,7,2015,棕,閹,Not Available,$0,0,0,0,5,Not Available,56,NotAvailable
32,健快聯盟,紐西蘭,7,2015,栗,閹,Not Available,"$7,190,950",6,3,3,28,Not Available,74,NotAvailable
33,傑彩繽紛,澳洲,7,2015,棗,閹,Not Available,"$5,318,500",1,5,2,33,Not Available,73,NotAvailable
34,傳奇,澳洲,7,2015,棗,閹,Not Available,"$4,445,855",4,3,4,55,Not Available,37,NotAvailable
35,傳盛,澳洲,7,2015,棗,閹,Not Available,"$7,491,140",5,7,3,35,Not Available,81,NotAvailable
36,優悠皇,南非,7,2015,棗,閹,Not Available,"$605,350",0,1,2,13,Not Available,62,NotAvailable
37,先兵,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,1,Not Available,52,NotAvailable
38,全力衝,澳洲,7,2015,棗,閹,Not Available,"$255,000",0,1,0,13,Not Available,21,NotAvailable
39,全勝神駒,紐西蘭,7,2015,棗,閹,Not Available,"$1,253,300",1,1,2,16,Not Available,60,NotAvailable
40,全心全意,紐西蘭,7,2015,棗,閹,Not Available,"$1,890,485",2,3,0,28,Not Available,29,NotAvailable
41,八太子,澳洲,7,2015,棕,閹,Not Available,"$6,039,480",6,5,2,37,Not Available,78,NotAvailable
42,八進,愛爾蘭,7,2015,棗,閹,Not Available,"$2,353,890",3,3,2,43,Not Available,37,NotAvailable
43,八駿雄風,紐西蘭,7,2015,栗,閹,Not Available,"$592,500",1,1,0,11,Not Available,34,NotAvailable
44,公証福將,澳洲,7,2015,棗,閹,Not Available,"$6,129,800",4,4,7,49,Not Available,61,NotAvailable
45,共同勝利,澳洲,7,2015,栗,閹,Not Available,"$1,644,950",1,1,1,15,Not Available,73,NotAvailable
46,冠軍車手,日本,7,2015,棗,雄,Not Available,"$858,000",0,0,0,2,Not Available,,NotAvailable
47,冠鋒,紐西蘭,7,2015,棗,閹,Not Available,"$638,845",1,0,0,14,Not Available,56,NotAvailable
48,凱倫致寶,紐西蘭,7,2015,灰,閹,Not Available,"$483,000",0,0,2,14,Not Available,69,NotAvailable
49,凱旋來,南非,7,2015,棗,閹,Not Available,"$1,804,500",1,1,0,18,Not Available,64,NotAvailable
50,凱旋戰士,紐西蘭,7,2015,棕,閹,Not Available,"$137,875",0,0,1,20,Not Available,15,NotAvailable
51,利之贏,澳洲,7,2015,棗,閹,Not Available,"$105,000",0,0,0,15,Not Available,42,NotAvailable
52,前進,紐西蘭,7,2015,棗,閹,Not Available,"$1,898,810",2,2,1,18,Not Available,53,NotAvailable
53,創意天才,澳洲,7,2015,棕,閹,Not Available,"$163,500",0,0,0,8,Not Available,79,NotAvailable
54,創紀錄,澳洲,7,2015,棗,閹,Not Available,"$413,250",1,0,0,17,Not Available,24,NotAvailable
55,力王,西班牙,7,2015,棗,閹,Not Available,"$2,334,255",1,3,4,43,Not Available,34,NotAvailable
56,加州嶺域,愛爾蘭,7,2015,棗,閹,Not Available,"$422,500",0,1,1,14,Not Available,52,NotAvailable
57,加州明雋,愛爾蘭,7,2015,棗,閹,Not Available,"$2,698,895",3,2,5,40,Not Available,34,NotAvailable
58,加州更好,法國,7,2015,棕,閹,Not Available,"$2,974,390",2,3,3,34,Not Available,56,NotAvailable
59,勁力勇士,澳洲,7,2015,棗,閹,Not Available,"$2,063,000",2,0,1,10,Not Available,81,NotAvailable
60,勁力威龍,紐西蘭,7,2015,棕,閹,Not Available,"$2,473,928",1,3,7,30,Not Available,47,NotAvailable
61,勁力爆發,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,2,Not Available,52,NotAvailable
62,勁加加,紐西蘭,7,2015,棗,閹,Not Available,"$1,052,455",0,1,3,28,Not Available,42,NotAvailable
63,勁快步,紐西蘭,7,2015,棗,閹,Not Available,"$1,784,950",2,2,4,40,Not Available,17,NotAvailable
64,勁瀟灑,澳洲,7,2015,棗,閹,Not Available,"$1,675,400",2,2,1,25,Not Available,41,NotAvailable
65,勁無比,紐西蘭,7,2015,棗,閹,Not Available,"$5,627,700",5,2,3,32,Not Available,73,NotAvailable
66,勁進,愛爾蘭,7,2015,棗,閹,Not Available,$0,0,0,0,13,Not Available,30,NotAvailable
67,勁飛聖,紐西蘭,7,2015,棗,閹,Not Available,"$3,796,825",3,9,4,56,Not Available,23,NotAvailable
68,勇冠全城,澳洲,7,2015,棗,閹,Not Available,"$62,300",0,0,0,9,Not Available,33,NotAvailable
69,勇敢皇者,愛爾蘭,7,2015,栗,閹,Not Available,"$665,750",0,1,1,19,Not Available,48,NotAvailable
70,勇晉大師,德國,7,2015,栗,閹,Not Available,"$1,551,725",3,0,1,28,Not Available,33,NotAvailable
71,勇福星,紐西蘭,7,2015,栗,閹,Not Available,"$1,032,505",2,1,1,16,Not Available,43,NotAvailable
72,勇者勝,澳洲,7,2015,棗,閹,Not Available,"$2,184,095",3,1,1,28,Not Available,52,NotAvailable
73,動力飛鷹,紐西蘭,7,2015,棗,閹,Not Available,"$4,953,350",5,2,3,45,Not Available,67,NotAvailable
74,勝出光采,日本,7,2015,灰,雄,Not Available,"$35,800,000",2,1,0,3,Not Available,,NotAvailable
75,勝利在手,紐西蘭,7,2015,棕,閹,Not Available,"$2,460,130",2,4,2,24,Not Available,56,NotAvailable
76,勝利多多,澳洲,7,2015,棗,閹,Not Available,"$348,400",0,1,1,5,Not Available,48,NotAvailable
77,勝利波幅,愛爾蘭,7,2015,棗,閹,Not Available,"$1,327,400",1,2,1,20,Not Available,44,NotAvailable
78,勝利風範,澳洲,7,2015,棕,閹,Not Available,"$6,608,550",5,2,3,25,Not Available,85,NotAvailable
79,勝將飛騰,紐西蘭,7,2015,棗,閹,Not Available,"$115,000",0,0,1,7,Not Available,40,NotAvailable
80,勝感,澳洲,7,2015,棗,閹,Not Available,"$1,497,785",2,0,1,20,Not Available,60,NotAvailable
81,勝賢,英國,7,2015,棗,閹,Not Available,"$4,163,800",3,3,4,30,Not Available,76,NotAvailable
82,勞動創造,愛爾蘭,7,2015,棗,閹,Not Available,"$3,773,400",3,2,3,23,Not Available,84,NotAvailable
83,包裝千里,紐西蘭,7,2015,栗,閹,Not Available,$0,0,0,0,2,Not Available,50,NotAvailable
84,包裝威王,紐西蘭,7,2015,深棗,閹,Not Available,$0,0,0,0,3,Not Available,49,NotAvailable
85,包裝得勝,紐西蘭,7,2015,棗,閹,Not Available,"$380,200",0,1,1,12,Not Available,38,NotAvailable
86,包裝智星,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,1,Not Available,65,NotAvailable
87,包裝永勝,澳洲,7,2015,棗,閹,Not Available,"$2,053,000",0,0,2,5,Not Available,100,NotAvailable
88,包裝永旺,法國,7,2015,棗,閹,Not Available,"$848,000",0,1,0,9,Not Available,90,NotAvailable
89,北區威龍,紐西蘭,7,2015,棗,閹,Not Available,"$345,400",0,1,0,5,Not Available,64,NotAvailable
90,千里駿駒,澳洲,7,2015,栗,閹,Not Available,"$616,150",1,0,2,14,Not Available,41,NotAvailable
91,千金一諾,紐西蘭,7,2015,灰,閹,Not Available,"$2,606,000",4,1,3,35,Not Available,31,NotAvailable
92,協霸神駒,巴西,7,2015,棗,閹,Not Available,"$8,667,000",3,4,1,23,Not Available,105,NotAvailable
93,南區有,澳洲,7,2015,栗,閹,Not Available,"$1,177,500",1,0,0,11,Not Available,70,NotAvailable
94,南莊加寶,紐西蘭,7,2015,棗,閹,Not Available,"$6,116,250",6,2,4,34,Not Available,71,NotAvailable
95,卡比叻叻,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,5,Not Available,38,NotAvailable
96,又係熊,南非,7,2015,棗,閹,Not Available,"$4,267,400",4,1,1,28,Not Available,80,NotAvailable
97,及時行樂,紐西蘭,7,2015,棗,閹,Not Available,"$4,364,435",4,6,5,49,Not Available,52,NotAvailable
98,友瑩昇,英國,7,2015,棗,閹,Not Available,"$46,800",0,0,0,16,Not Available,16,NotAvailable
99,友盈有款,澳洲,7,2015,棗,閹,Not Available,"$1,300,375",2,0,3,32,Not Available,31,NotAvailable
100,友誼之星,澳洲,7,2015,栗,閹,Not Available,"$3,833,109",4,4,1,50,Not Available,48,NotAvailable
101,友誼至好,愛爾蘭,7,2015,棗,閹,Not Available,"$8,902,750",5,4,0,32,Not Available,105,NotAvailable
102,叫關盈富,英國,7,2015,棗,閹,Not Available,$0,0,0,0,10,Not Available,16,NotAvailable
103,叻叻精彩,澳洲,7,2015,棗,閹,Not Available,"$1,244,605",1,2,1,16,Not Available,54,NotAvailable
104,叻紫荊,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,1,Not Available,50,NotAvailable
105,叻者,澳洲,7,2015,灰,閹,Not Available,$0,0,0,0,2,Not Available,49,NotAvailable
106,叻蝦皇,紐西蘭,7,2015,棗,閹,Not Available,"$35,000",0,0,0,8,Not Available,37,NotAvailable
107,同樂日,英國,7,2015,灰,閹,Not Available,"$4,129,550",1,5,6,39,Not Available,70,NotAvailable
108,名牌效應,澳洲,7,2015,棗,閹,Not Available,"$335,000",0,1,1,7,Not Available,45,NotAvailable
109,后土,愛爾蘭,7,2015,棗,雌,Not Available,"$1,482,000",0,0,0,1,Not Available,,NotAvailable
110,向前看,愛爾蘭,7,2015,棗,閹,Not Available,"$1,282,175",2,2,1,39,Not Available,10,NotAvailable
111,君臨大地,法國,7,2015,棗,閹,Not Available,"$4,107,740",4,4,6,65,Not Available,38,NotAvailable
112,君達星,紐西蘭,7,2015,棗,閹,Not Available,"$9,062,690",7,2,1,27,Not Available,109,NotAvailable
113,和平路,澳洲,7,2015,棕,閹,Not Available,"$1,624,625",0,3,2,29,Not Available,49,NotAvailable
114,哈蝦王旺,紐西蘭,7,2015,棗,閹,Not Available,"$1,169,774",2,0,1,27,Not Available,33,NotAvailable
115,唯快不破,紐西蘭,7,2015,棕,閹,Not Available,$0,0,0,0,4,Not Available,44,NotAvailable
116,唯獨愛你,日本,7,2015,棗,雌,Not Available,"$31,350,000",2,0,0,2,Not Available,,NotAvailable
117,善傳千里,紐西蘭,7,2015,棗,閹,Not Available,"$3,072,910",4,3,2,36,Not Available,51,NotAvailable
118,喜佳龍,英國,7,2015,灰,閹,Not Available,"$5,912,450",4,5,2,28,Not Available,81,NotAvailable
119,喜勝勁駒,澳洲,7,2015,棗,閹,Not Available,"$3,403,600",3,1,1,10,Not Available,89,NotAvailable
120,喜勝駒,澳洲,7,2015,棗,閹,Not Available,"$4,175,070",4,2,4,31,Not Available,73,NotAvailable
121,喜又盈,澳洲,7,2015,棗,閹,Not Available,"$26,250",0,0,0,14,Not Available,15,NotAvailable
122,喜多樂,澳洲,7,2015,棗,閹,Not Available,"$1,057,545",1,1,3,24,Not Available,32,NotAvailable
123,喜奔騰,澳洲,7,2015,栗,閹,Not Available,"$465,500",0,1,2,17,Not Available,21,NotAvailable
124,喜孖,澳洲,7,2015,栗,閹,Not Available,$0,0,0,0,3,Not Available,46,NotAvailable
125,喜悅天空,英國,7,2015,棗,閹,Not Available,$0,0,0,0,15,Not Available,21,NotAvailable
126,喜氣綿綿,紐西蘭,7,2015,灰,閹,Not Available,"$2,213,000",4,2,0,34,Not Available,44,NotAvailable
127,喜盈運,澳洲,7,2015,棗／棕,閹,Not Available,"$3,028,595",3,4,4,55,Not Available,35,NotAvailable
128,喜蓮新星,英國,7,2015,棗,閹,Not Available,$0,0,0,0,2,Not Available,69,NotAvailable
129,喜蓮騏星,澳洲,7,2015,棗,閹,Not Available,"$6,113,250",2,2,4,31,Not Available,87,NotAvailable
130,喜豐寶,澳洲,7,2015,棗,閹,Not Available,"$2,507,000",1,0,1,3,Not Available,94,NotAvailable
131,喜跑,紐西蘭,7,2015,栗,閹,Not Available,"$115,000",0,0,1,7,Not Available,40,NotAvailable
132,喜進龍,法國,7,2015,棗,閹,Not Available,"$357,500",0,1,1,14,Not Available,32,NotAvailable
133,嘉喜旺,愛爾蘭,7,2015,棕,閹,Not Available,"$1,100,530",1,2,1,19,Not Available,37,NotAvailable
134,嘉域騏,澳洲,7,2015,棗,閹,Not Available,"$250,300",0,0,1,13,Not Available,52,NotAvailable
135,嘉應傳奇,阿根廷,7,2015,棗,閹,Not Available,"$2,036,000",1,3,1,19,Not Available,75,NotAvailable
136,嘉應風采,澳洲,7,2015,棗,閹,Not Available,"$1,401,900",1,4,1,32,Not Available,22,NotAvailable
137,嘉才,愛爾蘭,7,2015,栗,閹,Not Available,"$1,367,200",1,2,1,24,Not Available,53,NotAvailable
138,四條煙,澳洲,7,2015,栗,閹,Not Available,"$800,950",1,0,0,17,Not Available,52,NotAvailable
139,團結一致,南非,7,2015,棗,閹,Not Available,"$2,121,250",1,2,5,27,Not Available,51,NotAvailable
140,團結力量,澳洲,7,2015,栗,閹,Not Available,"$2,004,170",2,2,1,8,Not Available,66,NotAvailable
141,地通拿,英國,7,2015,棗,閹,Not Available,"$440,000",0,2,0,9,Not Available,57,NotAvailable
142,型感,紐西蘭,7,2015,棕,閹,Not Available,"$86,250",0,0,1,11,Not Available,35,NotAvailable
143,塑料喜,紐西蘭,7,2015,棗／棕,閹,Not Available,"$3,668,210",3,8,4,52,Not Available,35,NotAvailable
144,壽臣,澳洲,7,2015,栗,閹,Not Available,"$4,445,320",4,3,3,41,Not Available,60,NotAvailable
145,多多利高,澳洲,7,2015,棕,閹,Not Available,"$637,500",1,1,0,14,Not Available,37,NotAvailable
146,夢幻戰士,澳洲,7,2015,棗,閹,Not Available,"$3,173,103",3,2,5,31,Not Available,59,NotAvailable
147,大俠士,澳洲,7,2015,棗,閹,Not Available,"$2,662,500",2,2,1,18,Not Available,82,NotAvailable
148,大將風皇,英國,7,2015,棗,閹,Not Available,"$97,750",0,0,1,5,Not Available,48,NotAvailable
149,大有心得,澳洲,7,2015,栗,閹,Not Available,"$1,410,000",2,0,1,8,Not Available,60,NotAvailable
150,大武士,澳洲,7,2015,棗,閹,Not Available,"$4,593,100",5,0,1,48,Not Available,48,NotAvailable
151,大當家,愛爾蘭,7,2015,棗,閹,Not Available,"$738,500",0,2,1,26,Not Available,28,NotAvailable
152,大眾歡呼,澳洲,7,2015,棗,閹,Not Available,"$2,686,400",3,1,2,15,Not Available,70,NotAvailable
153,大笑星,澳洲,7,2015,棕,雌,Not Available,$0,0,0,0,4,Not Available,45,NotAvailable
154,大籐王,紐西蘭,7,2015,棕,閹,Not Available,"$21,039,300",7,7,4,42,Not Available,94,NotAvailable
155,大紅包,澳洲,7,2015,棗,閹,Not Available,"$6,491,550",5,2,2,30,Not Available,90,NotAvailable
156,大紅蜂,紐西蘭,7,2015,棗,閹,Not Available,"$3,465,000",4,1,0,6,Not Available,89,NotAvailable
157,大自然,法國,7,2015,栗,閹,Not Available,"$150,000",0,0,1,14,Not Available,46,NotAvailable
158,大軍閥,紐西蘭,7,2015,栗,閹,Not Available,"$734,400",1,0,1,12,Not Available,43,NotAvailable
159,大金庫,美國,7,2015,棗,閹,Not Available,"$6,787,700",3,1,3,32,Not Available,74,NotAvailable
160,大雷暴,澳洲,7,2015,棗,閹,Not Available,"$1,198,250",0,2,2,15,Not Available,66,NotAvailable
161,大鴻彩,紐西蘭,7,2015,棗,閹,Not Available,$0,0,0,0,2,Not Available,50,NotAvailable
162,天作之合,英國,7,2015,棗,閹,Not Available,"$942,000",1,0,0,4,Not Available,85,NotAvailable
163,天地人,澳洲,7,2015,栗,閹,Not Available,"$5,456,900",6,2,1,31,Not Available,74,NotAvailable
164,天地同心,紐西蘭,7,2015,棗,閹,Not Available,"$2,350,850",2,5,4,36,Not Available,35,NotAvailable
165,天外天,澳洲,7,2015,棗,閹,Not Available,"$4,268,600",4,0,6,33,Not Available,62,NotAvailable
166,天生一對,紐西蘭,7,2015,棗,閹,Not Available,"$3,530,710",3,3,4,28,Not Available,66,NotAvailable
167,天衣無縫,愛爾蘭,7,2015,栗,閹,Not Available,"$1,578,400",2,2,0,28,Not Available,35,NotAvailable
168,天賜寶,紐西蘭,7,2015,棗,閹,Not Available,"$4,299,110",7,2,5,47,Not Available,48,NotAvailable
169,天賜歡,紐西蘭,7,2015,棗,閹,Not Available,"$35,000",0,0,0,6,Not Available,38,NotAvailable
170,天賦威力,愛爾蘭,7,2015,棗,閹,Not Available,"$1,625,800",3,0,2,29,Not Available,43,NotAvailable
171,太白山,紐西蘭,7,2015,灰,閹,Not Available,$0,0,0,0,6,Not Available,32,NotAvailable
172,太空戰士,紐西蘭,7,2015,栗,閹,Not Available,"$111,205",0,0,1,13,Not Available,46,NotAvailable
173,太陽勝將,澳洲,7,2015,栗,閹,Not Available,$0,0,0,0,6,Not Available,32,NotAvailable
174,太陽威威,澳洲,7,2015,棕,閹,Not Available,"$8,991,650",6,3,2,32,Not Available,85,NotAvailable
175,太陽戰馬,澳洲,7,2015,棕,閹,Not Available,"$1,260,175",0,4,3,30,Not Available,30,NotAvailable
176,奇妙仙子,澳洲,7,2015,棗,雌,Not Available,"$51,000",0,0,0,9,Not Available,19,NotAvailable
177,奇妙日,愛爾蘭,7,2015,棗,閹,Not Available,"$1,899,490",1,3,3,33,Not Available,43,NotAvailable
178,奇妙星,澳洲,7,2015,栗,閹,Not Available,"$1,543,750",1,2,0,12,Not Available,67,NotAvailable
179,奇妙飛揚,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,10,Not Available,15,NotAvailable
180,奇真,法國,7,2015,棗,閹,Not Available,"$6,236,040",4,9,8,73,Not Available,47,NotAvailable
181,奔達之星,澳洲,7,2015,栗,閹,Not Available,$0,0,0,0,10,Not Available,23,NotAvailable
182,奪速,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,12,Not Available,39,NotAvailable
183,奮鬥之星,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,6,Not Available,34,NotAvailable
184,奮鬥同心,澳洲,7,2015,棗,閹,Not Available,"$3,247,090",4,1,0,14,Not Available,82,NotAvailable
185,好友無敵,澳洲,7,2015,棗,閹,Not Available,"$3,908,355",5,2,3,64,Not Available,34,NotAvailable
186,好友祥勝,紐西蘭,7,2015,棗,閹,Not Available,"$434,125",0,2,1,18,Not Available,20,NotAvailable
187,好友順,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,6,Not Available,36,NotAvailable
188,好大大,澳洲,7,2015,棕,閹,Not Available,"$1,181,190",2,0,0,5,Not Available,62,NotAvailable
189,好好利高,澳洲,7,2015,棗,閹,Not Available,"$5,752,150",5,1,3,16,Not Available,92,NotAvailable
190,好好瑪,紐西蘭,7,2015,棗,雄,Not Available,"$9,024,825",4,0,1,25,Not Available,97,NotAvailable
191,好攻勢,澳洲,7,2015,棗,閹,Not Available,"$855,300",1,2,0,12,Not Available,34,NotAvailable
192,好甜橙,澳洲,7,2015,栗,閹,Not Available,"$3,953,324",5,4,0,39,Not Available,42,NotAvailable
193,好計,紐西蘭,7,2015,棗,閹,Not Available,"$2,787,470",3,1,4,35,Not Available,60,NotAvailable
194,好運,澳洲,7,2015,栗,閹,Not Available,"$3,901,840",4,2,5,26,Not Available,78,NotAvailable
195,好運多寶,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,16,Not Available,15,NotAvailable
196,好鬥心,愛爾蘭,7,2015,棗／棕,閹,Not Available,"$3,183,250",2,3,2,18,Not Available,79,NotAvailable
197,如沐春風,愛爾蘭,7,2015,棗,閹,Not Available,"$1,887,495",2,4,2,48,Not Available,25,NotAvailable
198,如真如假,澳洲,7,2015,棗,閹,Not Available,"$3,372,990",2,7,3,21,Not Available,71,NotAvailable
199,妙算達人,澳洲,7,2015,棕,閹,Not Available,"$11,505,500",2,3,2,26,Not Available,72,NotAvailable
200,威力喜,澳洲,7,2015,棗,閹,Not Available,"$74,100",0,0,0,17,Not Available,11,NotAvailable
201,威力得得,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,2,Not Available,49,NotAvailable
202,威力爆發,愛爾蘭,7,2015,灰,閹,Not Available,"$191,250",0,1,0,10,Not Available,35,NotAvailable
203,威威心得,愛爾蘭,7,2015,棗,閹,Not Available,"$1,901,850",0,2,6,25,Not Available,56,NotAvailable
204,威星神駒,澳洲,7,2015,栗,閹,Not Available,"$330,000",0,1,0,7,Not Available,62,NotAvailable
205,威榮,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,2,Not Available,48,NotAvailable
206,威武承傳,法國,7,2015,棕,閹,Not Available,"$2,038,640",3,0,2,18,Not Available,59,NotAvailable
207,威紫荊,紐西蘭,7,2015,棗,閹,Not Available,"$453,750",1,0,0,16,Not Available,19,NotAvailable
208,威闖,英國,7,2015,棗,閹,Not Available,"$2,452,650",2,2,1,30,Not Available,61,NotAvailable
209,威風凜凜,澳洲,7,2015,棗,閹,Not Available,"$144,270",0,0,1,10,Not Available,29,NotAvailable
210,威風駿馬,澳洲,7,2015,棕,閹,Not Available,"$1,340,590",1,2,2,23,Not Available,36,NotAvailable
211,娛樂大少,澳洲,7,2015,棗,閹,Not Available,"$136,195",0,0,0,11,Not Available,25,NotAvailable
212,嫡愛摯寶,澳洲,7,2015,灰,閹,Not Available,"$2,173,765",1,5,3,28,Not Available,45,NotAvailable
213,孖寶,澳洲,7,2015,栗,閹,Not Available,"$2,823,265",2,4,3,22,Not Available,56,NotAvailable
214,宇宙紀錄,南非,7,2015,栗,閹,Not Available,$0,0,0,0,9,Not Available,25,NotAvailable
215,宇宙經典,紐西蘭,7,2015,棗,閹,Not Available,$0,0,0,0,2,Not Available,49,NotAvailable
216,宇宙英雄,澳洲,7,2015,栗,閹,Not Available,$0,0,0,0,10,Not Available,45,NotAvailable
217,安到,澳洲,7,2015,栗,閹,Not Available,$0,0,0,0,3,Not Available,47,NotAvailable
218,安定繁盛,澳洲,7,2015,棗,閹,Not Available,"$1,773,138",2,2,2,24,Not Available,40,NotAvailable
219,安旋,愛爾蘭,7,2015,棗,閹,Not Available,$0,0,0,0,1,Not Available,52,NotAvailable
220,安賦,愛爾蘭,7,2015,棗,閹,Not Available,"$4,761,015",4,5,3,29,Not Available,79,NotAvailable
221,安迅,愛爾蘭,7,2015,棗,閹,Not Available,"$371,500",0,1,0,9,Not Available,62,NotAvailable
222,安逸寧靜,愛爾蘭,7,2015,棗,閹,Not Available,"$729,800",1,0,0,23,Not Available,38,NotAvailable
223,安錦,愛爾蘭,7,2015,棕,閹,Not Available,$0,0,0,0,4,Not Available,60,NotAvailable
224,家家勝意,澳洲,7,2015,栗,閹,Not Available,"$88,500",0,0,0,17,Not Available,29,NotAvailable
225,富祿,紐西蘭,7,2015,棗,閹,Not Available,"$5,294,805",5,4,5,34,Not Available,73,NotAvailable
226,富萬家,澳洲,7,2015,棗,閹,Not Available,"$3,861,730",4,7,1,42,Not Available,52,NotAvailable
227,實力飛駒,澳洲,7,2015,棗,閹,Not Available,"$7,253,375",8,4,0,46,Not Available,63,NotAvailable
228,實勁力達,法國,7,2015,灰,閹,Not Available,$0,0,0,0,1,Not Available,,NotAvailable
229,寶山鷹,澳洲,7,2015,棗,閹,Not Available,"$2,042,250",2,2,0,23,Not Available,38,NotAvailable
230,寶得住,愛爾蘭,7,2015,棗,閹,Not Available,"$1,827,595",2,1,2,39,Not Available,35,NotAvailable
231,寶成智叻,紐西蘭,7,2015,栗,閹,Not Available,$0,0,0,0,7,Not Available,31,NotAvailable
232,將悅,澳洲,7,2015,棗,閹,Not Available,"$2,982,250",1,0,1,13,Not Available,86,NotAvailable
233,將耀,紐西蘭,7,2015,棕,閹,Not Available,"$3,717,000",2,2,3,30,Not Available,68,NotAvailable
234,小武士,紐西蘭,7,2015,棗,閹,Not Available,"$198,900",0,1,0,11,Not Available,36,NotAvailable
235,小福將,紐西蘭,7,2015,棗,閹,Not Available,"$737,185",0,2,1,22,Not Available,25,NotAvailable
236,小鳥敖翔,澳洲,7,2015,栗,閹,Not Available,"$4,693,900",4,5,3,45,Not Available,44,NotAvailable
237,尖子,德國,7,2015,灰,閹,Not Available,"$859,455",0,2,4,33,Not Available,28,NotAvailable
238,尖辣椒,澳洲,7,2015,棗,閹,Not Available,"$280,000",0,1,0,10,Not Available,42,NotAvailable
